3.9675,0.0054,0.0000,0.0686,0.0000,0.8464,3.7231,0.0011,0.0000,0.0000,0.0000,0.0003,4
4.3728,0.0009,0.0000,0.0337,0.0000,0.8286,3.5099,0.0011,0.0000,0.0000,0.0000,0.0002,1
3.8563,0.0004,0.0000,0.0418,0.0000,0.8386,3.4635,0.0011,0.0000,0.0000,0.0000,0.0003,2
3.9580,0.0004,0.0000,0.0618,0.0000,0.8698,3.7599,0.0011,0.0000,0.0000,0.0000,0.0003,4
3.8672,0.0006,0.0000,0.0456,0.0000,0.8597,3.8061,0.0010,0.0000,0.0000,0.0000,0.0003,8
4.0141,0.0004,0.0000,0.0526,0.0000,0.8195,3.9461,0.0013,0.0000,0.0000,0.0000,0.0003,16
3.8931,0.0008,0.0000,0.0514,0.0000,0.8522,3.6695,0.0008,0.0000,0.0000,0.0000,0.0003,4
3.9121,0.0010,0.0000,0.0613,0.0000,0.8417,3.7154,0.0009,0.0000,0.0000,0.0000,0.0003,4
3.9655,0.0006,0.0000,0.0530,0.0000,0.8418,3.7669,0.0011,0.0000,0.0000,0.0000,0.0003,4
3.8681,0.0011,0.0000,0.0496,0.0000,0.8655,3.6302,0.0008,0.0000,0.0000,0.0000,0.0003,4
3.8941,0.0010,0.0000,0.0348,0.0000,0.8575,3.6603,0.0008,0.0000,0.0000,0.0000,0.0003,4
4.0487,0.0011,0.0000,0.0618,0.0000,0.8440,3.8420,0.0011,0.0000,0.0000,0.0000,0.0003,4
